Age,Age_Group,Gender,Country,City,Membership_Years,Membership_Length,Login_Frequency,Login_Levels,Session_Duration_Avg,Pages_Per_Session,Cart_Abandonment_Rate,Wishlist_Items,Total_Purchases,Average_Order_Value,Days_Since_Last_Purchase,Discount_Usage_Rate,Discount_Usage_Tiers,Returns_Rate,Email_Open_Rate,Customer_Service_Calls,Product_Reviews_Written,Social_Media_Engagement_Score,Mobile_App_Usage,Payment_Method_Diversity,Lifetime_Value,Lifetime_Value_Levels,Credit_Balance,Churned,Signup_Quarter
30,"Early Career (25-34)",Female,Australia,Melbourne,2.6,"1-3 years",17,"Moderate Activity",32.5,6.8,44.4,5,16,236.04,6,66.80,"High Discount Usage",12.20,23.7,6,1,57.6,15.6,2,3910.57,"High Value",1780,1,"Q2"
18,"Young Adults (18-24)",Male,USA,"New York",0.5,"< 1 year",19,"Moderate Activity",50.3,10.7,48.3,8,22,84.35,14,65.40,"High Discount Usage",12.20,26.5,6,4,58.1,NULL,4,1611.81,"Core Value",1279,0,"Q4"
38,"Middle Age (35-44)",Female,USA,"Los Angeles",1.8,"1-3 years",19,"Moderate Activity",35.4,11.6,50.1,NULL,13,93.17,18,64.90,"High Discount Usage",12.20,33.2,4,5,38.8,25.1,3,1275.33,"Core Value",3628,0,"Q3"
18,"Young Adults (18-24)",Female,Australia,Brisbane,1.8,"1-3 years",18,"Moderate Activity",23.4,9.3,54.6,3,10,92.15,17,64.50,"High Discount Usage",12.20,27.7,2,3,31.1,20.9,3,838.06,"Emerging Value",1456,0,"Q1"
52,"Established (45-54)",Female,Canada,Ottawa,1.4,"1-3 years",12,"Moderate Activity",13.1,4.1,61.3,3,6,125.05,5,60.90,"High Discount Usage",12.20,6.9,11,2,22.5,NULL,2,747.20,"Emerging Value",1232,0,"Q3"
51,"Established (45-54)",Male,USA,"Los Angeles",1.1,"1-3 years",1,"Very Low Activity",26.7,8.4,43.5,3,12,81.29,8,58.90,"High Discount Usage",12.20,29.0,5,2,0.0,15.2,3,987.11,"Emerging Value",1975,0,"Q3"
34,"Early Career (25-34)",Female,UK,Manchester,1.0,"1-3 years",14,"Moderate Activity",38.5,11.5,37.7,9,19,104.67,4,58.50,"High Discount Usage",12.20,46.7,2,5,42.0,42.0,NULL,1605.00,"Core Value",2612,0,"Q3"
58,"Pre-Retirement (55-64)",Male,UK,Birmingham,2.8,"1-3 years",13,"Moderate Activity",27.4,7.5,57.6,5,22,101.60,37,58.32,"High Discount Usage",12.20,35.3,9,2,38.4,15.4,2,2001.40,"Core Value",3899,1,"Q4"
39,"Middle Age (35-44)",Female,USA,"New York",1.8,"1-3 years",NULL,Inactive,16.9,5.0,67.1,2,3,130.49,9,58.30,"High Discount Usage",12.20,7.9,5,2,24.9,21.6,1,436.13,"Emerging Value",3437,0,"Q2"
39,"Middle Age (35-44)",Female,UK,London,2.2,"1-3 years",11,"Moderate Activity",32.8,10.2,33.1,8,17,222.58,70,56.70,"High Discount Usage",12.20,55.8,6,5,43.3,26.8,1,3433.08,"High Value",2439,1,"Q1"
18,"Young Adults (18-24)",Male,Japan,Nagoya,1.7,"1-3 years",30,"Top User",51.6,21.7,24.3,4,36,71.89,1,56.52,"High Discount Usage",12.20,53.5,3,9,NULL,34.7,3,1707.45,"Core Value",4537,0,"Q4"
61,"Pre-Retirement (55-64)",Male,France,Marseille,7.2,"6+ years",31,"Top User",53.0,16.8,20.4,11,24,83.87,NULL,56.10,"High Discount Usage",12.20,33.6,5,4,58.2,NULL,3,1873.68,"Core Value",5875,0,"Q2"
37,"Middle Age (35-44)",Male,Japan,Osaka,3.7,"3-6 years",7,"Low Activity",23.9,7.9,64.5,5,9,102.89,23,55.60,"High Discount Usage",12.20,22.5,3,5,32.4,16.8,5,759.05,"Emerging Value",NULL,0,"Q1"
32,"Early Career (25-34)",Male,Japan,Kyoto,2.6,"1-3 years",29,"Top User",47.5,11.8,45.8,5,24,68.18,3,54.36,"High Discount Usage",12.20,32.5,5,7,67.6,34.6,3,1364.42,"Core Value",4974,0,"Q4"
27,"Early Career (25-34)",Female,Canada,Toronto,2.6,"1-3 years",NULL,Inactive,11.5,4.2,69.3,1,12,74.58,68,54.10,"High Discount Usage",12.20,0.0,8,0,0.0,15.0,2,934.60,"Emerging Value",916,1,"Q1"
23,"Young Adults (18-24)",Female,USA,"New York",0.6,"< 1 year",4,"Low Activity",12.3,2.8,77.2,0,2,118.67,3,54.00,"High Discount Usage",12.20,0.0,8,3,23.1,NULL,2,208.02,"Low Value",103,1,"Q1"
38,"Middle Age (35-44)",Female,UK,London,1.9,"1-3 years",24,"Moderate Activity",52.5,17.6,5.9,12,32,132.16,3,53.64,"High Discount Usage",12.20,50.9,0,6,93.2,42.6,4,3168.02,"High Value",4080,0,"Q4"
32,"Early Career (25-34)",Female,Japan,Yokohama,4.7,"3-6 years",11,"Moderate Activity",24.1,7.3,76.7,1,9,137.51,9,52.40,"High Discount Usage",12.20,16.6,4,3,37.5,16.0,1,1013.11,"Core Value",NULL,0,"Q3"
45,"Established (45-54)",Male,Germany,Hamburg,1.0,"1-3 years",6,"Low Activity",21.8,NULL,77.2,6,6,151.77,37,51.48,"High Discount Usage",12.20,24.8,10,2,0.0,18.9,4,900.04,"Emerging Value",0,1,"Q4"
NULL,Unknown,Male,USA,Chicago,3.2,"3-6 years",12,"Moderate Activity",11.9,4.1,51.5,6,9,171.94,23,51.24,"High Discount Usage",12.20,33.1,5,3,27.8,19.2,2,1322.92,"Core Value",1372,0,"Q4"
37,"Middle Age (35-44)",Female,USA,Chicago,1.9,"1-3 years",23,"Moderate Activity",42.9,12.9,18.0,3,17,40.00,16,50.50,"High Discount Usage",12.20,39.0,6,1,55.7,30.1,2,565.57,"Emerging Value",3862,0,"Q1"
33,"Early Career (25-34)",Male,USA,"New York",6.4,"6+ years",11,"Moderate Activity",26.0,16.3,47.7,NULL,15,156.24,1,49.90,"Moderate Discount Usage",12.20,36.4,5,4,35.9,19.3,2,2233.66,"Core Value",4801,0,"Q1"
42,"Middle Age (35-44)",Female,Canada,Ottawa,3.6,"3-6 years",11,"Moderate Activity",17.4,4.0,74.3,4,18,123.29,48,49.68,"Moderate Discount Usage",12.20,22.5,12,3,38.4,17.6,3,2040.93,"Core Value",1857,1,"Q4"
60,"Pre-Retirement (55-64)",Female,Canada,Montreal,2.5,"1-3 years",NULL,Inactive,NULL,7.1,75.2,0,3,83.40,41,49.00,"Moderate Discount Usage",12.20,4.9,7,0,0.0,8.6,5,206.60,"Low Value",NULL,1,"Q3"
40,"Middle Age (35-44)",Male,Japan,Yokohama,1.1,"1-3 years",18,"Moderate Activity",42.4,8.1,46.1,3,20,103.73,44,48.72,"Moderate Discount Usage",12.20,20.7,6,7,NULL,28.7,5,1896.63,"Core Value",NULL,1,"Q4"
19,"Young Adults (18-24)",Male,Canada,Calgary,0.6,"< 1 year",10,"Low Activity",19.3,9.0,73.0,2,15,84.32,83,48.48,"Moderate Discount Usage",12.20,24.0,3,1,44.0,8.0,1,1139.14,"Core Value",479,0,"Q4"
47,"Established (45-54)",Female,Australia,Brisbane,2.1,"1-3 years",1,"Very Low Activity",17.2,3.9,74.7,1,9,106.58,37,47.60,"Moderate Discount Usage",12.20,9.0,6,0,0.0,0.0,3,804.68,"Emerging Value",1369,1,"Q3"
44,"Middle Age (35-44)",Male,France,Marseille,2.7,"1-3 years",9,"Low Activity",23.9,5.2,59.6,2,5,114.13,13,46.20,"Moderate Discount Usage",12.20,NULL,12,0,4.9,NULL,4,538.49,"Emerging Value",1483,1,"Q4"
57,"Pre-Retirement (55-64)",Female,USA,"Los Angeles",4.5,"3-6 years",1,"Very Low Activity",24.6,7.6,73.0,1,5,146.21,55,45.70,"Moderate Discount Usage",12.20,1.3,7,2,15.8,9.0,3,692.83,"Emerging Value",NULL,1,"Q3"
41,"Middle Age (35-44)",Female,France,Paris,1.4,"1-3 years",7,"Low Activity",NULL,5.7,69.0,3,8,114.75,6,45.50,"Moderate Discount Usage",12.20,0.0,5,2,11.0,1.5,5,817.75,"Emerging Value",542,0,"Q2"
39,"Middle Age (35-44)",Female,USA,"New York",3.1,"3-6 years",22,"Moderate Activity",36.6,9.2,26.1,4,20,185.93,68,45.20,"Moderate Discount Usage",12.20,32.3,5,4,47.1,25.5,2,4442.46,"High Value",2961,0,"Q1"
52,"Established (45-54)",Male,India,Bangalore,7.9,"6+ years",9,"Low Activity",27.0,NULL,46.5,4,15,150.78,7,45.20,"Moderate Discount Usage",12.20,20.1,0,6,0.0,17.8,1,2585.06,"High Value",2528,0,"Q2"
34,"Early Career (25-34)",Male,USA,Chicago,2.0,"1-3 years",33,"Top User",49.0,14.4,25.1,11,29,225.69,64,45.00,"Moderate Discount Usage",12.20,18.1,2,4,70.5,36.2,3,5861.62,"Top Customer",3809,0,"Q4"
38,"Middle Age (35-44)",Male,Canada,Toronto,0.6,"< 1 year",21,"Moderate Activity",34.9,8.8,51.7,9,23,136.75,8,44.80,"Moderate Discount Usage",12.20,33.6,2,5,67.3,28.5,1,2578.95,"High Value",3005,0,"Q2"
33,"Early Career (25-34)",Female,India,Bangalore,1.8,"1-3 years",NULL,Inactive,20.1,7.1,80.8,2,10,78.45,12,44.80,"Moderate Discount Usage",12.20,12.6,7,3,2.5,16.2,2,829.94,"Emerging Value",NULL,1,"Q2"
51,"Established (45-54)",Female,Australia,Adelaide,2.9,"1-3 years",15,"Moderate Activity",33.7,10.5,57.8,4,12,95.31,3,44.00,"Moderate Discount Usage",12.20,22.5,4,4,22.4,17.7,2,1200.97,"Core Value",560,0,"Q3"
25,"Early Career (25-34)",Female,USA,Houston,1.4,"1-3 years",1,"Very Low Activity",25.9,5.2,64.5,4,12,92.34,NULL,43.80,"Moderate Discount Usage",12.20,22.6,9,1,3.2,17.5,1,1248.51,"Core Value",2620,0,"Q3"
47,"Established (45-54)",Male,UK,Manchester,0.7,"< 1 year",21,"Moderate Activity",41.9,14.0,51.2,11,17,126.35,8,43.50,"Moderate Discount Usage",12.20,43.6,4,6,51.0,22.5,2,2479.03,"Core Value",2429,0,"Q1"
38,"Middle Age (35-44)",Female,USA,Phoenix,10.0,"6+ years",8,"Low Activity",21.7,6.0,63.4,2,8,155.13,20,43.10,"Moderate Discount Usage",12.20,0.0,11,0,0.0,7.9,1,1017.99,"Core Value",NULL,1,"Q2"
20,"Young Adults (18-24)",Female,UK,Birmingham,3.8,"3-6 years",12,"Moderate Activity",27.5,NULL,66.5,6,15,87.01,31,42.90,"Moderate Discount Usage",12.20,8.6,9,4,19.9,NULL,3,1205.74,"Core Value",613,0,"Q3"
30,"Early Career (25-34)",Female,UK,Glasgow,4.8,"3-6 years",14,"Moderate Activity",40.4,9.8,41.2,8,16,137.74,110,42.70,"Moderate Discount Usage",12.20,4.3,6,NULL,43.7,27.7,2,2388.57,"Core Value",NULL,1,"Q2"
36,"Middle Age (35-44)",Female,India,Chennai,4.3,"3-6 years",10,"Low Activity",31.3,7.2,72.1,1,14,193.89,45,42.00,"Moderate Discount Usage",12.20,12.6,11,2,16.2,19.9,5,2257.16,"Core Value",2797,1,"Q2"
35,"Middle Age (35-44)",Female,Germany,Berlin,4.6,"3-6 years",29,"Top User",44.5,14.4,34.1,7,25,90.74,56,41.60,"Moderate Discount Usage",12.20,38.7,6,5,55.5,36.5,NULL,2368.35,"Core Value",4776,1,"Q1"
34,"Early Career (25-34)",Female,UK,Glasgow,3.3,"3-6 years",9,"Low Activity",19.0,3.6,65.3,0,3,203.22,18,41.20,"Moderate Discount Usage",12.20,0.0,7,0,NULL,18.3,1,569.33,"Emerging Value",2110,1,"Q3"
NULL,Unknown,Female,Australia,Sydney,2.4,"1-3 years",3,"Very Low Activity",NULL,3.1,73.1,0,6,147.74,15,40.90,"Moderate Discount Usage",12.20,NULL,5,1,8.1,19.2,3,1040.60,"Core Value",2634,1,"Q1"
35,"Middle Age (35-44)",Male,Australia,Perth,0.6,"< 1 year",2,"Very Low Activity",17.6,2.6,72.2,NULL,4,51.03,38,40.50,"Moderate Discount Usage",12.20,16.3,7,1,NULL,15.8,3,187.29,"Low Value",118,1,"Q2"
44,"Middle Age (35-44)",Male,UK,Leeds,2.6,"1-3 years",15,"Moderate Activity",43.6,9.9,23.6,8,17,77.39,NULL,40.30,"Moderate Discount Usage",12.20,20.5,1,5,36.3,35.8,1,1563.60,"Core Value",5648,0,"Q1"
28,"Early Career (25-34)",Female,USA,"Los Angeles",1.7,"1-3 years",19,"Moderate Activity",31.7,11.1,51.6,7,14,104.59,19,40.10,"Moderate Discount Usage",12.20,23.8,9,1,52.9,25.4,5,1257.10,"Core Value",NULL,0,"Q1"
NULL,Unknown,Male,USA,Houston,2.2,"1-3 years",NULL,Inactive,14.3,4.4,70.9,0,7,45.09,11,40.00,"Moderate Discount Usage",12.20,0.0,12,3,17.4,5.5,2,368.07,"Emerging Value",44,0,"Q1"
27,"Early Career (25-34)",Male,France,Lyon,4.3,"3-6 years",23,"Moderate Activity",36.3,13.3,32.4,5,18,102.34,47,39.84,"Moderate Discount Usage",12.20,33.4,6,5,42.4,25.4,3,1673.44,"Core Value",3322,0,"Q4"
47,"Established (45-54)",Female,Canada,Calgary,3.4,"3-6 years",8,"Low Activity",35.8,11.2,34.5,3,20,137.71,16,38.88,"Moderate Discount Usage",12.20,23.5,2,3,56.4,NULL,1,2283.33,"Core Value",4322,0,"Q4"
62,"Pre-Retirement (55-64)",Other,USA,Houston,0.1,"< 1 year",17,"Moderate Activity",29.7,8.5,31.4,9,19,82.88,20,37.00,"Moderate Discount Usage",12.20,34.1,8,3,32.2,21.9,2,1543.48,"Core Value",NULL,0,"Q2"
46,"Established (45-54)",Female,USA,Phoenix,3.3,"3-6 years",28,"Top User",50.2,12.5,39.9,11,20,130.93,15,36.60,"Moderate Discount Usage",12.20,45.2,4,6,49.1,35.2,2,2875.60,"High Value",3423,0,"Q2"
38,"Middle Age (35-44)",Female,France,Marseille,1.2,"1-3 years",29,"Top User",41.7,10.4,49.3,9,21,60.76,9,36.60,"Moderate Discount Usage",12.20,44.9,4,7,38.9,29.5,5,1499.91,"Core Value",3820,0,"Q2"
42,"Middle Age (35-44)",Female,UK,Birmingham,1.4,"1-3 years",3,"Very Low Activity",16.2,3.1,80.4,2,7,175.51,26,35.00,"Moderate Discount Usage",12.20,10.9,6,1,10.3,4.7,2,1324.84,"Core Value",0,1,"Q2"
24,"Young Adults (18-24)",Male,UK,London,1.5,"1-3 years",16,"Moderate Activity",18.7,7.2,59.7,0,10,94.03,50,34.44,"Moderate Discount Usage",12.20,11.9,5,3,0.0,29.6,2,871.53,"Emerging Value",3571,0,"Q4"
25,"Early Career (25-34)",Male,Japan,Tokyo,4.6,"3-6 years",4,"Low Activity",34.5,11.6,25.9,7,9,195.76,0,34.40,"Moderate Discount Usage",12.20,10.6,6,6,40.8,20.7,1,1881.40,"Core Value",2103,1,"Q3"
30,"Early Career (25-34)",Male,USA,Phoenix,1.9,"1-3 years",3,"Very Low Activity",18.6,5.4,61.2,1,11,136.45,3,33.90,"Moderate Discount Usage",12.20,24.1,7,0,16.9,10.0,2,1241.75,"Core Value",2594,0,"Q3"
18,"Young Adults (18-24)",Female,USA,Chicago,9.8,"6+ years",19,"Moderate Activity",41.2,13.5,33.4,7,18,174.15,2,33.40,"Moderate Discount Usage",12.20,26.0,5,6,69.2,37.7,3,2514.76,"High Value",2411,0,"Q1"
40,"Middle Age (35-44)",Male,USA,Phoenix,4.5,"3-6 years",NULL,Inactive,14.3,3.6,71.6,3,5,61.01,19,33.20,"Moderate Discount Usage",12.20,16.6,11,0,33.9,7.1,3,337.08,"Emerging Value",1051,1,"Q2"
37,"Middle Age (35-44)",Male,Australia,Sydney,2.7,"1-3 years",14,"Moderate Activity",21.8,4.7,71.7,1,5,98.30,5,32.80,"Moderate Discount Usage",12.20,1.9,3,1,4.8,11.5,2,435.93,"Emerging Value",1729,0,"Q3"
51,"Established (45-54)",Male,UK,Birmingham,1.3,"1-3 years",4,"Low Activity",9.2,8.5,80.1,1,3,76.25,48,32.70,"Moderate Discount Usage",12.20,21.3,9,1,5.4,13.5,1,213.35,"Low Value",0,1,"Q3"
25,"Early Career (25-34)",Female,Canada,Toronto,2.9,"1-3 years",27,"Top User",33.8,12.6,62.7,4,15,130.80,32,32.30,"Moderate Discount Usage",12.20,16.8,6,1,40.4,33.5,1,2234.42,"Core Value",2831,1,"Q2"
39,"Middle Age (35-44)",Female,India,Delhi,4.3,"3-6 years",9,"Low Activity",21.8,5.5,61.9,2,8,77.25,20,32.20,"Moderate Discount Usage",12.20,NULL,6,2,NULL,14.7,1,531.57,"Emerging Value",0,0,"Q1"
23,"Young Adults (18-24)",Female,India,Bangalore,1.4,"1-3 years",24,"Moderate Activity",48.0,16.7,37.5,9,31,171.77,4,31.08,"Moderate Discount Usage",12.20,31.3,7,5,90.3,34.1,4,4825.98,"High Value",NULL,1,"Q4"
NULL,Unknown,Male,UK,London,3.4,"3-6 years",4,"Low Activity",14.7,7.3,76.1,1,3,60.05,5,31.00,"Moderate Discount Usage",12.20,0.0,5,0,0.0,14.2,4,164.47,"Low Value",646,1,"Q3"
31,"Early Career (25-34)",Male,USA,"Los Angeles",0.6,"< 1 year",21,"Moderate Activity",39.2,NULL,33.4,2,23,115.14,114,30.90,"Moderate Discount Usage",12.20,13.6,4,2,29.9,16.9,4,3035.76,"High Value",3104,0,"Q2"
53,"Established (45-54)",Male,USA,"New York",6.1,"6+ years",5,"Low Activity",16.2,7.7,78.9,1,4,75.61,30,30.80,"Moderate Discount Usage",12.20,9.9,3,1,7.1,20.7,2,254.09,"Emerging Value",147,1,"Q3"
36,"Middle Age (35-44)",Male,Germany,Munich,0.7,"< 1 year",12,"Moderate Activity",31.7,10.1,44.4,5,17,103.24,22,30.40,"Moderate Discount Usage",12.20,28.5,1,4,NULL,32.4,1,1935.35,"Core Value",2026,0,"Q3"
37,"Middle Age (35-44)",Male,Japan,Tokyo,2.6,"1-3 years",13,"Moderate Activity",37.8,8.7,54.6,3,16,85.43,10,30.40,"Moderate Discount Usage",12.20,41.0,3,4,38.3,32.9,3,1173.64,"Core Value",1954,0,"Q2"
19,"Young Adults (18-24)",Male,Germany,Munich,2.1,"1-3 years",10,"Low Activity",17.9,10.4,67.7,2,8,79.33,16,30.40,"Moderate Discount Usage",12.20,27.0,6,2,29.8,7.9,1,662.59,"Emerging Value",2062,0,"Q2"
41,"Middle Age (35-44)",Female,USA,"Los Angeles",7.4,"6+ years",9,"Low Activity",34.0,11.6,46.9,2,19,84.30,97,29.52,"Moderate Discount Usage",12.20,39.0,5,4,NULL,26.5,3,1441.66,"Core Value",3245,0,"Q4"
NULL,Unknown,Female,Germany,Berlin,3.1,"3-6 years",10,"Low Activity",26.1,7.5,64.5,5,12,80.60,52,29.50,"Moderate Discount Usage",12.20,35.8,2,2,70.3,18.8,2,835.47,"Emerging Value",1488,0,"Q1"
36,"Middle Age (35-44)",Female,USA,Houston,3.8,"3-6 years",7,"Low Activity",29.7,6.2,72.1,NULL,18,52.23,37,29.40,"Moderate Discount Usage",12.20,7.8,8,2,40.3,6.5,1,1062.94,"Core Value",1709,0,"Q2"
38,"Middle Age (35-44)",Female,USA,Chicago,7.0,"6+ years",12,"Moderate Activity",NULL,8.0,63.2,4,17,96.02,6,29.30,"Moderate Discount Usage",12.20,2.2,3,4,29.0,10.0,2,1463.02,"Core Value",1973,0,"Q2"
31,"Early Career (25-34)",Male,Germany,Berlin,5.1,"3-6 years",10,"Low Activity",27.0,8.3,52.6,5,11,106.26,73,27.70,"Moderate Discount Usage",12.20,15.7,3,1,15.5,NULL,2,955.43,"Emerging Value",1680,0,"Q3"
29,"Early Career (25-34)",Male,UK,Leeds,2.2,"1-3 years",2,"Very Low Activity",5.2,3.6,79.2,3,14,133.97,94,27.48,"Moderate Discount Usage",12.20,23.2,5,2,21.7,2.7,2,1637.92,"Core Value",1593,1,"Q4"
26,"Early Career (25-34)",Male,Canada,Montreal,5.3,"3-6 years",NULL,Inactive,21.4,9.1,59.9,5,11,103.78,7,27.30,"Moderate Discount Usage",12.20,9.9,3,3,NULL,NULL,1,1055.23,"Core Value",NULL,0,"Q3"
38,"Middle Age (35-44)",Male,UK,London,2.1,"1-3 years",15,"Moderate Activity",38.5,9.2,40.4,7,13,68.29,4,26.40,"Moderate Discount Usage",12.20,12.9,5,3,43.1,23.1,5,746.38,"Emerging Value",2002,0,"Q1"
37,"Middle Age (35-44)",Male,Canada,Calgary,1.1,"1-3 years",16,"Moderate Activity",25.0,10.9,55.7,4,9,90.86,3,26.20,"Moderate Discount Usage",12.20,17.9,3,3,35.9,26.7,2,950.24,"Emerging Value",NULL,0,"Q1"
27,"Early Career (25-34)",Male,UK,Leeds,0.5,"< 1 year",NULL,Inactive,14.8,NULL,82.0,0,4,122.52,33,25.70,"Moderate Discount Usage",12.20,0.0,8,0,4.9,8.1,5,397.54,"Emerging Value",1532,1,"Q2"
NULL,Unknown,Male,Germany,Berlin,3.4,"3-6 years",4,"Low Activity",NULL,6.7,63.4,5,11,69.73,2,25.40,"Moderate Discount Usage",12.20,21.0,4,2,NULL,16.6,3,820.80,"Emerging Value",NULL,0,"Q3"
65,"Seniors (65+)",Female,France,Marseille,1.4,"1-3 years",NULL,Inactive,24.6,1.0,63.2,6,9,114.67,25,25.30,"Moderate Discount Usage",12.20,25.4,6,4,0.0,12.7,2,1065.65,"Core Value",0,0,"Q1"
56,"Pre-Retirement (55-64)",Female,India,Hyderabad,2.1,"1-3 years",22,"Moderate Activity",39.5,10.4,54.4,7,20,99.64,15,25.08,"Moderate Discount Usage",12.20,29.8,4,3,43.8,28.5,2,1894.83,"Core Value",1959,0,"Q4"
23,"Young Adults (18-24)",Female,Canada,Montreal,2.3,"1-3 years",4,"Low Activity",24.2,9.4,56.5,2,11,118.82,9,24.80,"Moderate Discount Usage",12.20,28.0,9,2,17.4,21.3,1,1197.82,"Core Value",3019,1,"Q3"
38,"Middle Age (35-44)",Female,USA,"Los Angeles",0.4,"< 1 year",14,"Moderate Activity",44.4,10.8,52.3,7,16,90.98,88,24.40,"Moderate Discount Usage",12.20,23.6,1,4,19.1,28.8,3,1661.88,"Core Value",3782,0,"Q2"
56,"Pre-Retirement (55-64)",Female,Canada,Calgary,3.4,"3-6 years",21,"Moderate Activity",36.9,17.5,30.5,4,26,154.37,25,24.36,"Moderate Discount Usage",12.20,41.1,2,6,51.3,NULL,2,2897.45,"High Value",2617,0,"Q4"
44,"Middle Age (35-44)",Male,Australia,Sydney,2.8,"1-3 years",7,"Low Activity",18.0,4.9,58.1,0,6,168.62,38,23.50,"Moderate Discount Usage",12.20,0.0,7,0,21.4,4.0,2,1155.75,"Core Value",984,1,"Q2"
33,"Early Career (25-34)",Male,Germany,Cologne,0.9,"< 1 year",17,"Moderate Activity",41.1,12.8,25.2,6,23,106.10,101,23.16,"Moderate Discount Usage",12.20,44.6,4,4,33.4,31.4,3,1730.69,"Core Value",NULL,0,"Q4"
31,"Early Career (25-34)",Male,Australia,Adelaide,2.0,"1-3 years",11,"Moderate Activity",27.5,4.3,46.5,3,13,148.23,NULL,22.70,"Moderate Discount Usage",12.20,27.2,1,0,23.6,15.2,1,2239.87,"Core Value",1291,0,"Q1"
27,"Early Career (25-34)",Male,India,Hyderabad,2.4,"1-3 years",9,"Low Activity",31.4,7.2,67.0,3,15,104.59,35,22.30,"Moderate Discount Usage",12.20,37.7,7,4,37.8,26.0,1,1586.43,"Core Value",908,0,"Q3"
35,"Middle Age (35-44)",Female,Canada,Toronto,3.3,"3-6 years",15,"Moderate Activity",13.3,8.6,73.1,5,10,206.49,42,21.96,"Moderate Discount Usage",12.20,5.6,7,3,40.5,27.6,3,1730.14,"Core Value",2812,1,"Q4"
47,"Established (45-54)",Male,Australia,Sydney,4.2,"3-6 years",19,"Moderate Activity",42.7,13.4,41.6,13,18,249.14,10,21.60,"Moderate Discount Usage",12.20,35.9,3,4,40.0,NULL,NULL,5282.58,"Top Customer",4227,0,"Q2"
45,"Established (45-54)",Female,Canada,Calgary,1.8,"1-3 years",12,"Moderate Activity",37.6,8.5,31.3,8,16,134.41,7,21.50,"Moderate Discount Usage",12.20,52.3,7,8,55.2,NULL,4,2416.29,"Core Value",3999,1,"Q1"
46,"Established (45-54)",Male,USA,Houston,1.6,"1-3 years",NULL,Inactive,14.1,1.0,79.0,3,3,72.06,23,21.40,"Moderate Discount Usage",12.20,2.3,5,1,0.0,10.7,3,191.70,"Low Value",587,1,"Q3"
18,"Young Adults (18-24)",Female,France,Marseille,5.9,"3-6 years",10,"Low Activity",19.2,8.1,69.8,2,8,122.37,6,20.60,"Moderate Discount Usage",12.20,4.5,7,2,23.2,4.4,1,905.06,"Emerging Value",NULL,1,"Q1"
21,"Young Adults (18-24)",Male,USA,Phoenix,1.7,"1-3 years",8,"Low Activity",30.5,10.1,50.0,NULL,16,98.91,25,20.00,"Low Discount Usage",12.20,5.0,4,4,39.6,12.6,3,1781.23,"Core Value",1636,1,"Q3"
36,"Middle Age (35-44)",Male,USA,"Los Angeles",2.4,"1-3 years",17,"Moderate Activity",45.0,13.8,59.1,NULL,21,64.67,40,19.00,"Low Discount Usage",12.20,40.3,5,1,38.4,30.8,2,1627.30,"Core Value",2933,0,"Q1"
39,"Middle Age (35-44)",Male,Australia,Adelaide,1.9,"1-3 years",28,"Top User",54.8,19.1,36.0,NULL,25,116.55,NULL,17.80,"Low Discount Usage",12.20,47.3,2,8,NULL,39.2,2,2661.76,"High Value",4551,0,"Q2"
53,"Established (45-54)",Male,India,Chennai,3.7,"3-6 years",11,"Moderate Activity",29.9,7.6,61.5,6,13,131.48,44,17.70,"Low Discount Usage",12.20,19.3,10,4,43.1,16.9,2,1940.85,"Core Value",2195,1,"Q2"
39,"Middle Age (35-44)",Male,India,Mumbai,3.5,"3-6 years",15,"Moderate Activity",32.7,9.6,43.1,2,14,69.77,33,16.90,"Low Discount Usage",12.20,24.0,5,5,49.9,NULL,2,910.25,"Emerging Value",1152,0,"Q3"
27,"Early Career (25-34)",Male,Australia,Brisbane,1.2,"1-3 years",19,"Moderate Activity",39.3,10.1,47.0,4,15,73.30,47,15.50,"Low Discount Usage",12.20,38.0,5,2,41.0,17.4,1,1258.54,"Core Value",NULL,0,"Q3"
32,"Early Career (25-34)",Other,UK,Birmingham,3.5,"3-6 years",9,"Low Activity",32.9,7.6,53.5,5,16,126.12,29,14.70,"Low Discount Usage",12.20,NULL,2,0,34.4,24.0,2,2401.29,"Core Value",NULL,0,"Q1"
49,"Established (45-54)",Male,Canada,Toronto,1.4,"1-3 years",9,"Low Activity",17.4,9.0,54.5,NULL,7,169.49,NULL,14.40,"Low Discount Usage",12.20,17.0,6,0,29.5,20.5,NULL,1255.54,"Core Value",1396,1,"Q1"
27,"Early Career (25-34)",Female,UK,Leeds,3.5,"3-6 years",1,"Very Low Activity",21.2,3.3,73.6,0,4,92.05,7,14.00,"Low Discount Usage",12.20,27.6,7,1,1.3,10.6,1,348.41,"Emerging Value",329,1,"Q1"
38,"Middle Age (35-44)",Female,Australia,Melbourne,0.4,"< 1 year",14,"Moderate Activity",37.5,7.3,52.5,4,11,102.97,44,12.10,"Low Discount Usage",12.20,14.4,9,6,47.1,25.7,5,1210.91,"Core Value",4390,1,"Q3"
23,"Young Adults (18-24)",Female,India,Hyderabad,5.2,"3-6 years",2,"Very Low Activity",21.9,7.6,71.5,NULL,14,114.60,20,11.90,"Low Discount Usage",12.20,0.0,8,2,6.7,15.3,3,1886.00,"Core Value",2142,1,"Q3"
